,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_main,weather_description,Time,Date,Ride_count
771,44.71,39.36,44.49,44.94,1027,91,10.29,0.2,,,,90,Rain,light rain,14,2014-04-30,1887
772,44.71,39.36,44.49,44.94,1027,91,10.29,0.2,,,,90,Mist,mist,14,2014-04-30,1887
773,45.61,41.94,45.39,46.36,1027,87,6.93,1.5,3.6,,,90,Rain,moderate rain,15,2014-04-30,2406
774,45.61,41.94,45.39,46.36,1027,87,6.93,1.5,3.6,,,90,Mist,mist,15,2014-04-30,2406
775,45.61,42.55,45.39,46.36,1027,90,5.82,1.0,,,,90,Rain,heavy intensity rain,16,2014-04-30,2656
776,45.61,42.55,45.39,46.36,1027,90,5.82,1.0,,,,90,Mist,mist,16,2014-04-30,2656
777,46.62,42.62,46.02,46.92,1026,91,8.05,1.0,,,,90,Rain,moderate rain,17,2014-04-30,2801
778,46.62,42.62,46.02,46.92,1026,91,8.05,1.0,,,,90,Mist,mist,17,2014-04-30,2801
779,47.08,42.73,46.35,48.16,1026,90,9.17,5.6,,,,90,Rain,heavy intensity rain,18,2014-04-30,3038
780,47.08,42.73,46.35,48.16,1026,90,9.17,5.6,,,,90,Mist,mist,18,2014-04-30,3038
781,47.07,42.71,46.35,48.88,1024,90,9.17,3.3,,,,90,Rain,moderate rain,19,2014-04-30,2834
782,47.07,42.71,46.35,48.88,1024,90,9.17,3.3,,,,90,Mist,mist,19,2014-04-30,2834
783,46.62,42.15,46.35,48.16,1024,91,9.17,3.6,,,,90,Mist,mist,20,2014-04-30,2766
784,46.62,42.15,46.35,48.16,1024,91,9.17,3.6,,,,90,Rain,heavy intensity rain,20,2014-04-30,2766
785,46.63,42.64,46.02,48.16,1023,93,8.05,7.1,12.7,,,90,Rain,heavy intensity rain,21,2014-04-30,2308
786,46.63,42.64,46.02,48.16,1023,93,8.05,7.1,12.7,,,90,Mist,mist,21,2014-04-30,2308
787,46.72,42.75,46.02,49.96,1022,91,8.05,2.0,,,,90,Rain,heavy intensity rain,22,2014-04-30,1778
788,46.72,42.75,46.02,49.96,1022,91,8.05,2.0,,,,90,Mist,mist,22,2014-04-30,1778
789,46.72,43.86,46.02,49.96,1022,92,5.82,8.9,,,,90,Mist,mist,23,2014-04-30,895
790,46.72,43.86,46.02,49.96,1022,92,5.82,8.9,,,,90,Rain,heavy intensity rain,23,2014-04-30,895
